Object_Id  Timestamp Type Lat Lng 
43 1 point 50.6311835 3.0774226
44 1 point 50.6241722 3.0580588
45 1 point 50.6466736 3.0494742
46 1 point 50.6440767 3.0522919
47 1 point 50.6357581 3.068127
48 1 point 50.6395821 3.0755997
49 1 point 50.6277083 3.0384057
0 2 point 50.6368828 3.0643541
1 2 point 50.6413156 3.049406
2 2 point 50.6178757 3.0717616
3 2 point 50.6303304 3.0568085
4 2 point 50.6346106 3.0846941
5 2 point 50.6332606 3.0281841
6 2 point 50.6157884 3.0392403
7 2 point 50.6178322 3.0817397
8 2 point 50.6459849 3.0669129
9 2 disappearpoint 50.6278042 3.0664118
10 2 point 50.6303304 3.0568085
11 2 point 50.6429373 3.0651245
12 2 disappearpoint 50.6405094 3.0427849
13 2 point 50.6175804 3.0812577
14 2 point 50.6250537 3.0343628
15 2 point 50.6214619 3.0654214
16 2 point 50.6463755 3.0627169
17 2 point 50.6445498 3.0307675
18 2 point 50.641295 3.0384789
19 2 point 50.6362095 3.0800672
20 2 point 50.617284 3.0528454
21 2 point 50.6417351 3.057399
22 2 point 50.6370951 3.0541981
23 2 point 50.6176009 3.0666655
24 2 point 50.6338212 3.0696008
26 2 point 50.6502258 3.0476061
28 2 point 50.6403571 3.0812144
29 2 point 50.6212135 3.0439604
30 2 point 50.6317241 3.0650214
31 2 point 50.6198401 3.0347191
32 2 point 50.6313504 3.0820382
33 2 point 50.636809 3.0356113
34 2 point 50.6511283 3.0504147
35 2 point 50.6473908 3.0801703
36 2 point 50.6239477 3.0290655
37 2 point 50.6469376 3.0618365
38 2 point 50.6204118 3.0816984
39 2 point 50.629425 3.0846089
40 2 point 50.642175 3.0717977
41 2 point 50.6368828 3.0643541
42 2 point 50.6462635 3.0718184
43 2 point 50.6311582 3.077293
44 2 disappearpoint 50.624384 3.0579525
45 2 point 50.6465811 3.0494515
46 2 point 50.6449817 3.0511792
47 2 point 50.6359146 3.0681994
48 2 point 50.6395826 3.0757688
49 2 point 50.627747 3.0383572
0 3 point 50.6367321 3.0640029
1 3 point 50.6416859 3.0497509
2 3 point 50.6178673 3.0716842
3 3 point 50.6302835 3.0566899
4 3 point 50.6344912 3.0843089
5 3 point 50.6332412 3.0282274
6 3 point 50.6162512 3.0411953
7 3 point 50.6180927 3.0819304
8 3 point 50.6454743 3.0657106
10 3 point 50.6302835 3.0566899
11 3 point 50.6429588 3.065149
13 3 point 50.6173321 3.0810367
14 3 point 50.6255296 3.0354862
15 3 point 50.621453 3.0655616
16 3 point 50.6463729 3.0626986
17 3 point 50.6444516 3.0308363
18 3 point 50.641122 3.0384034
19 3 point 50.6367604 3.0795322
20 3 disappearpoint 50.6172813 3.0520085
21 3 point 50.6418096 3.0576542
22 3 point 50.636948 3.0542947
23 3 point 50.6175984 3.0664845
24 3 point 50.6338969 3.0695535
26 3 point 50.6501949 3.047777
28 3 point 50.6403804 3.0810808
29 3 point 50.6217113 3.0435984
30 3 point 50.6316688 3.0661502
31 3 point 50.6198181 3.0346848
32 3 point 50.6307497 3.0818963
33 3 point 50.6368717 3.0354501
34 3 point 50.6508938 3.0498777
35 3 point 50.6480594 3.0810443
36 3 point 50.624316 3.029006
37 3 point 50.6469131 3.0616637
38 3 point 50.6201173 3.0815635
39 3 point 50.6296125 3.0843791
40 3 point 50.6426459 3.0723609
41 3 point 50.6367321 3.0640029
42 3 disappearpoint 50.646299 3.0718744
43 3 point 50.6310543 3.0773414
45 3 point 50.6464847 3.0494745
46 3 point 50.644937 3.0510894
47 3 point 50.6360484 3.0682924
48 3 point 50.6407941 3.074638
49 3 point 50.6281723 3.0378241
0 4 point 50.6365447 3.0637127
1 4 point 50.6414091 3.0501275
2 4 point 50.6178735 3.0714916
3 4 point 50.6302675 3.0566492
4 4 point 50.6343277 3.0836601
5 4 point 50.6332348 3.0282583
6 4 point 50.615803 3.0414512
7 4 point 50.6183013 3.0819522
8 4 point 50.6453343 3.0653959
10 4 point 50.6302675 3.0566492
11 4 point 50.6427829 3.0655847
13 4 point 50.6169659 3.0806529
14 4 point 50.6254792 3.0355532
15 4 point 50.6217044 3.0657229
16 4 point 50.6462626 3.0627373
17 4 point 50.6443587 3.0308997
18 4 point 50.640931 3.0379221
19 4 point 50.6378349 3.0785166
21 4 point 50.6418851 3.0575975
22 4 point 50.6375836 3.0521406
23 4 point 50.6175718 3.0655567
24 4 point 50.6337167 3.0687144
26 4 point 50.6501724 3.0479302
28 4 point 50.6406061 3.0815579
29 4 point 50.6215017 3.042834
30 4 point 50.6315692 3.0661251
31 4 point 50.6197772 3.0346485
32 4 point 50.6302411 3.0818508
33 4 point 50.6369047 3.0353818
34 4 point 50.6507052 3.0493967
35 4 point 50.6477809 3.0812426
36 4 point 50.6246493 3.029034
37 4 point 50.6468036 3.0617021
38 4 point 50.6198503 3.0814833
39 4 point 50.6297864 3.0842335
40 4 point 50.6428377 3.072613
41 4 point 50.6365447 3.0637127
43 4 point 50.6303174 3.0777097
45 4 point 50.6468038 3.0493106
46 4 point 50.6448852 3.0509854
47 4 point 50.6361827 3.0683879
48 4 point 50.6408754 3.0745621
49 4 point 50.6282069 3.037781
0 5 point 50.6363683 3.0634969
1 5 point 50.6413156 3.049406
2 5 point 50.6178738 3.0713206
3 5 point 50.6302308 3.0565609
4 5 point 50.6342345 3.0830211
5 5 point 50.6332336 3.0282915
6 5 point 50.6156818 3.0409013
7 5 point 50.6185681 3.0819468
8 5 point 50.6451702 3.065027
10 5 point 50.6302104 3.0567558
11 5 point 50.6429499 3.0657763
13 5 point 50.617293 3.081067
14 5 point 50.6254501 3.0356398
15 5 disappearpoint 50.6219613 3.0658394
16 5 point 50.6462699 3.0627885
17 5 point 50.6420301 3.0326925
18 5 point 50.6407598 3.0376483
19 5 point 50.638012 3.0783492
21 5 point 50.6418302 3.0574175
22 5 point 50.6376132 3.0520066
23 5 point 50.6175001 3.0654362
24 5 point 50.6336757 3.0683498
26 5 point 50.6501556 3.0481887
28 5 point 50.6409103 3.0821496
29 5 point 50.6212364 3.0418937
30 5 point 50.6312684 3.0660967
31 5 point 50.6190267 3.0340233
32 5 point 50.6299379 3.0818466
33 5 point 50.6370235 3.0351761
34 5 point 50.6506244 3.0490737
35 5 point 50.647721 3.0812852
36 5 point 50.6250242 3.0293222
37 5 point 50.6468057 3.0617171
38 5 point 50.6193921 3.0814742
39 5 point 50.6299683 3.0841542
40 5 point 50.6429953 3.0726998
41 5 point 50.6363683 3.0634969
43 5 point 50.6297682 3.0779842
45 5 point 50.6473608 3.0489921
46 5 point 50.643151 3.0531233
47 5 point 50.6363236 3.0685491
48 5 point 50.6409668 3.0744768
49 5 point 50.6290289 3.036757
0 6 point 50.6361757 3.0633064
1 6 point 50.6416859 3.0497509
2 6 point 50.6176682 3.069309
3 6 point 50.6297193 3.0553298
4 6 point 50.6341979 3.0824658
5 6 point 50.6332396 3.028334
6 6 disappearpoint 50.6152772 3.0390723
7 6 point 50.6188664 3.0819384
8 6 point 50.6449609 3.0645484
10 6 point 50.6297631 3.0575914
11 6 point 50.6430148 3.0658508
13 6 point 50.6176181 3.0814814
14 6 point 50.6251252 3.0369951
16 6 point 50.6461751 3.0628218
17 6 point 50.6421885 3.0331202
18 6 point 50.6406821 3.0376231
19 6 point 50.6392476 3.0771596
21 6 point 50.6417864 3.0572677
22 6 point 50.6380857 3.0524897
23 6 point 50.6175121 3.0663202
24 6 point 50.6336575 3.067995
26 6 point 50.650179 3.0484249
28 6 point 50.6409673 3.0822605
29 6 point 50.6208043 3.0422547
30 6 point 50.6315054 3.0663975
31 6 point 50.6189644 3.0339714
32 6 point 50.6294831 3.0818906
33 6 point 50.6370924 3.0350677
34 6 point 50.6505576 3.0486551
35 6 point 50.6476078 3.0813815
36 6 point 50.6251235 3.0295648
37 6 point 50.6463728 3.0618689
38 6 point 50.6188268 3.0815071
39 6 point 50.6301547 3.0841055
40 6 point 50.6429846 3.0725371
41 6 point 50.6361757 3.0633064
43 6 point 50.6296439 3.0780463
45 6 point 50.6477149 3.0488131
46 6 point 50.6430604 3.0532053
47 6 point 50.6364518 3.0687127
48 6 point 50.641527 3.0739539
49 6 point 50.6290023 3.0367052
0 7 point 50.6359544 3.0631118
1 7 point 50.6418157 3.0498636
2 7 point 50.6176153 3.0675972
3 7 point 50.6295826 3.0550133
4 7 point 50.6341974 3.0821745
5 7 point 50.6332576 3.0283804
7 7 point 50.6196287 3.0818748
8 7 point 50.6449127 3.0646364
10 7 point 50.6293843 3.058313
11 7 point 50.6430488 3.0658945
13 7 point 50.6177293 3.0816407
14 7 point 50.6249074 3.0379176
16 7 point 50.6460782 3.0621379
17 7 point 50.6423621 3.0333998
18 7 point 50.6406048 3.0377144
19 7 point 50.6393567 3.0770495
21 7 point 50.6417794 3.0572582
22 7 point 50.6381539 3.0525547
23 7 point 50.6175984 3.0664845
24 7 point 50.63371 3.0679834
26 7 point 50.6502425 3.0486444
28 7 point 50.6413066 3.0831309
29 7 point 50.6207418 3.0423024
30 7 point 50.6315507 3.066455
31 7 point 50.618846 3.0344522
32 7 point 50.6287635 3.0820622
33 7 point 50.6371961 3.034939
34 7 point 50.6505235 3.0481246
35 7 point 50.647249 3.0817049
36 7 point 50.6251883 3.0297221
37 7 point 50.6463683 3.061837
38 7 point 50.6184291 3.0815208
39 7 point 50.6305555 3.0840111
40 7 point 50.6430029 3.0723926
41 7 point 50.6359544 3.0631118
43 7 point 50.6296468 3.0779827
45 7 point 50.6480187 3.0486717
46 7 point 50.6429913 3.0532404
47 7 point 50.6365761 3.0689313
48 7 point 50.6419308 3.073577
49 7 point 50.6288729 3.0364532
0 8 point 50.6353798 3.0628416
1 8 point 50.6419638 3.0500289
2 8 point 50.617605 3.0669985
3 8 point 50.629513 3.0550665
4 8 point 50.6343791 3.0826587
5 8 point 50.6332828 3.0284557
7 8 point 50.6199564 3.081856
8 8 point 50.6447789 3.0649182
10 8 point 50.6294209 3.0583517
11 8 point 50.6430229 3.0659516
13 8 point 50.6178322 3.0817397
14 8 point 50.6247341 3.0387601
16 8 point 50.6459749 3.0621741
17 8 point 50.6425201 3.0335896
18 8 point 50.6403812 3.0383045
19 8 point 50.6392899 3.0771898
21 8 point 50.6417701 3.0572511
22 8 point 50.6382321 3.0526407
23 8 point 50.6175718 3.0655567
24 8 point 50.6341603 3.067857
26 8 point 50.6507348 3.0497813
28 8 point 50.64137 3.0833256
29 8 point 50.6208192 3.0425749
30 8 point 50.6316708 3.0666001
31 8 point 50.6187362 3.0348977
32 8 point 50.6282622 3.0822751
33 8 point 50.6373295 3.0348208
34 8 point 50.6504969 3.0475809
35 8 point 50.6472095 3.0817296
36 8 point 50.6252864 3.0299487
37 8 disappearpoint 50.6462951 3.0618627
38 8 point 50.6181066 3.0815007
39 8 point 50.6305562 3.0840999
40 8 point 50.643056 3.0722419
41 8 point 50.6353798 3.0628416
43 8 point 50.6296411 3.07793
45 8 point 50.6481129 3.0486745
46 8 point 50.6429056 3.0532511
47 8 point 50.6366692 3.0691398
48 8 point 50.6419707 3.0735434
49 8 point 50.6287504 3.0362145
0 9 point 50.6341751 3.0620884
1 9 point 50.6420984 3.0496407
2 9 point 50.6176092 3.0668502
3 9 point 50.6285844 3.0557967
4 9 point 50.6344767 3.0828757
5 9 point 50.6332873 3.0284874
7 9 point 50.6201236 3.0819459
8 9 point 50.6445992 3.0646946
10 9 point 50.6310622 3.0606143
11 9 point 50.6431776 3.0661301
13 9 point 50.6180927 3.0819304
14 9 point 50.6251225 3.0391537
16 9 point 50.6459938 3.0623076
17 9 point 50.6427404 3.0337414
18 9 point 50.640266 3.0384873
19 9 point 50.639269 3.077215
21 9 point 50.6417625 3.0572511
22 9 point 50.6383153 3.0527269
23 9 point 50.6175475 3.0637461
24 9 point 50.6342194 3.0678392
26 9 point 50.6510586 3.0504685
28 9 point 50.640196 3.0837794
29 9 point 50.6208955 3.0428477
30 9 point 50.6317049 3.0667717
31 9 point 50.6188509 3.0349724
32 9 point 50.6271831 3.0828751
33 9 point 50.6372661 3.0349474
34 9 point 50.6504753 3.0473127
35 9 point 50.6471613 3.0817569
36 9 point 50.6253497 3.0301086
38 9 point 50.6178486 3.0814111
39 9 point 50.6305472 3.0852283
40 9 point 50.6431747 3.0720948
41 9 point 50.6341751 3.0620884
43 9 point 50.6296301 3.077886
45 9 point 50.6482086 3.0487176
46 9 point 50.6426993 3.0532693
47 9 point 50.6367362 3.0693247
48 9 point 50.6419735 3.0736489
49 9 point 50.6284593 3.0358645
0 10 point 50.6337045 3.0618127
1 10 point 50.6421528 3.0496407
2 10 point 50.617528 3.0668369
3 10 point 50.6284527 3.0559312
4 10 point 50.6346097 3.0831746
5 10 point 50.6332804 3.028516
7 10 point 50.6202499 3.0821211
8 10 point 50.6444644 3.0645271
10 10 point 50.6315179 3.0597398
11 10 disappearpoint 50.6432377 3.0660072
13 10 point 50.6183013 3.0819522
14 10 point 50.6258302 3.0399189
16 10 point 50.6459311 3.0623295
17 10 point 50.6429048 3.0338101
18 10 point 50.6400959 3.0385852
19 10 point 50.6386786 3.0779258
21 10 point 50.6417525 3.0572527
22 10 point 50.6383926 3.0528051
23 10 point 50.6175464 3.0636344
24 10 point 50.6342761 3.0677051
26 10 point 50.6514308 3.0512626
28 10 point 50.6401672 3.0824277
29 10 point 50.6209685 3.0431108
30 10 point 50.6319365 3.0678892
31 10 point 50.6190775 3.0351203
32 10 point 50.627473 3.0826191
33 10 point 50.6371619 3.0350865
34 10 point 50.6504514 3.0470768
35 10 point 50.6470609 3.0818179
36 10 point 50.6254406 3.0302474
38 10 point 50.6175804 3.0812577
39 10 point 50.6305467 3.0852889
40 10 point 50.6433225 3.0720469
41 10 point 50.6337045 3.0618127
43 10 point 50.6296126 3.0778434
45 10 point 50.6482844 3.0487847
46 10 point 50.6419683 3.0533383
47 10 point 50.6367944 3.0695433
48 10 point 50.6419509 3.0737224
49 10 point 50.628389 3.03578
0 11 point 50.6332655 3.0615927
1 11 point 50.6422106 3.0495388
2 11 point 50.6170765 3.0668329
3 11 point 50.6283929 3.0559827
4 11 point 50.6346623 3.0833386
5 11 point 50.6332663 3.0285491
7 11 point 50.6203347 3.0822923
8 11 point 50.6438155 3.065763
10 11 point 50.6311825 3.0588986
13 11 point 50.6185681 3.0819468
14 11 point 50.6258386 3.0399271
16 11 point 50.6459123 3.0621966
17 11 point 50.6430436 3.0338419
18 11 point 50.6399261 3.0385834
19 11 point 50.6380209 3.0785705
21 11 point 50.6417414 3.0572202
22 11 point 50.6384323 3.0527113
23 11 point 50.6175346 3.0635568
24 11 point 50.6342188 3.0675626
26 11 disappearpoint 50.6514817 3.0513447
28 11 point 50.6402671 3.0817314
29 11 point 50.6210489 3.0434054
30 11 point 50.6319848 3.0678781
31 11 point 50.6191854 3.0351906
32 11 point 50.6279156 3.0823683
33 11 point 50.6370815 3.0352148
34 11 point 50.6503919 3.0468392
35 11 point 50.6468525 3.0819584
36 11 point 50.6257257 3.0304938
38 11 point 50.6173321 3.0810367
39 11 point 50.630541 3.0859583
40 11 point 50.6434417 3.0720879
41 11 point 50.6332655 3.0615927
43 11 point 50.6297207 3.0777868
45 11 point 50.6483581 3.0489034
46 11 point 50.641796 3.0533565
47 11 point 50.6368786 3.0698044
48 11 point 50.6411786 3.0744553
49 11 point 50.628179 3.0359525
0 12 point 50.6328026 3.0614069
1 12 point 50.6422753 3.0491579
2 12 disappearpoint 50.616617 3.0668424
3 12 point 50.6275131 3.05668
4 12 point 50.6347563 3.0832207
5 12 point 50.6327996 3.0290002
7 12 point 50.6204427 3.0827673
8 12 point 50.6436509 3.0660919
10 12 point 50.6319949 3.057578
13 12 point 50.6188664 3.0819384
14 12 point 50.6260863 3.0401665
16 12 point 50.6458171 3.06223
17 12 point 50.6432513 3.033831
18 12 point 50.6397714 3.0384715
19 12 point 50.6362706 3.0802247
21 12 point 50.6417329 3.0571902
22 12 point 50.6383602 3.0526357
23 12 point 50.6174154 3.0634846
24 12 point 50.6337764 3.0666118
28 12 point 50.6406061 3.0815579
29 12 point 50.621175 3.0438402
30 12 point 50.6320004 3.0678419
31 12 point 50.6192001 3.0352001
32 12 point 50.6284436 3.0820831
33 12 point 50.6370008 3.0353617
34 12 point 50.6503027 3.0466076
35 12 point 50.646821 3.0819576
36 12 point 50.6241274 3.0321408
38 12 point 50.6169659 3.0806529
39 12 point 50.6305405 3.0860155
40 12 point 50.6435515 3.0722077
41 12 point 50.6328026 3.0614069
43 12 point 50.6297665 3.0777628
45 12 point 50.6484248 3.0490786
46 12 point 50.6398358 3.0535636
47 12 point 50.6369575 3.0700497
48 12 point 50.6410734 3.0744763
49 12 point 50.6282202 3.0356923
0 13 point 50.6324191 3.0612482
1 13 point 50.6424443 3.0482814
3 13 point 50.6274461 3.0567066
4 13 point 50.6346097 3.0831746
5 13 point 50.6323599 3.0294253
7 13 point 50.62041 3.082385
8 13 point 50.6443286 3.0669272
10 13 point 50.6323486 3.058122
13 13 point 50.6196287 3.0818748
14 13 point 50.6261013 3.0401837
16 13 point 50.6458193 3.0622455
17 13 point 50.6434013 3.0337912
18 13 point 50.639445 3.0382636
19 13 point 50.6359982 3.0805095
21 13 point 50.6416833 3.0572273
22 13 point 50.6382804 3.0525505
23 13 point 50.6172238 3.0633478
24 13 point 50.633716 3.0664716
28 13 point 50.6409103 3.0821496
29 13 point 50.6212135 3.0439604
30 13 point 50.6320512 3.0676943
31 13 point 50.6192911 3.0352595
32 13 point 50.6298852 3.0813408
33 13 point 50.63694 3.0354861
34 13 point 50.6502041 3.046414
35 13 point 50.645992 3.0823083
36 13 point 50.6238748 3.0315466
38 13 point 50.617293 3.081067
39 13 point 50.6304927 3.0860212
40 13 point 50.6436049 3.0723253
41 13 point 50.6324191 3.0612482
43 13 point 50.6309321 3.0771674
45 13 point 50.6484469 3.0492735
46 13 point 50.6398408 3.0536812
47 13 point 50.6370777 3.0703788
48 13 point 50.6409668 3.0744768
49 13 point 50.6282215 3.0354216
0 14 point 50.6320379 3.0610901
1 14 disappearpoint 50.6425236 3.0478007
3 14 point 50.6276375 3.0575759
4 14 point 50.6346623 3.0833386
5 14 point 50.6322297 3.0290779
7 14 point 50.6203402 3.0821302
8 14 point 50.6443587 3.0668769
10 14 point 50.6330421 3.0592617
13 14 point 50.6199564 3.081856
14 14 point 50.6261739 3.0402671
16 14 point 50.6458099 3.0622649
17 14 point 50.6435684 3.033729
18 14 point 50.6394962 3.0378628
19 14 point 50.6359091 3.0806499
21 14 point 50.6416807 3.0572185
22 14 point 50.6381941 3.0524593
23 14 point 50.6170894 3.0632638
24 14 point 50.6336807 3.0663932
28 14 disappearpoint 50.6418641 3.0816436
29 14 point 50.6213183 3.044323
30 14 point 50.6318352 3.0667232
31 14 point 50.6193714 3.0353121
32 14 point 50.6308305 3.081159
33 14 point 50.6368997 3.035581
34 14 point 50.6500927 3.0462599
35 14 point 50.6458383 3.0823733
36 14 point 50.6236381 3.0317845
38 14 point 50.6176181 3.0814814
39 14 point 50.6296373 3.0861239
40 14 point 50.6436334 3.0724462
41 14 point 50.6320379 3.0610901
43 14 point 50.6308611 3.0770005
45 14 point 50.6484405 3.0494659
46 14 point 50.6394076 3.0536941
47 14 point 50.637216 3.0707093
48 14 point 50.6408754 3.0745621
49 14 point 50.6281895 3.0353253
0 15 point 50.6318587 3.0609956
3 15 point 50.62764 3.0577357
4 15 point 50.6343277 3.0836601
5 15 point 50.6321209 3.0287875
7 15 point 50.620263 3.0819719
8 15 point 50.6443884 3.0668274
10 15 point 50.633161 3.0593675
13 15 point 50.6201236 3.0819459
14 15 point 50.6262096 3.040279
16 15 point 50.6457972 3.0622684
17 15 point 50.6436503 3.0336707
18 15 point 50.6394927 3.0375966
19 15 point 50.6358243 3.0808346
21 15 point 50.6415326 3.0573248
22 15 point 50.6381313 3.0523948
23 15 point 50.6166429 3.0630625
24 15 point 50.63342 3.0657844
29 15 point 50.6213535 3.0444128
30 15 point 50.6317419 3.066693
31 15 point 50.6189545 3.0368776
32 15 point 50.6311214 3.0811329
33 15 point 50.6368566 3.0356894
34 15 point 50.6499688 3.0461121
35 15 point 50.645526 3.0825054
36 15 point 50.6230979 3.0304917
38 15 point 50.6177293 3.0816407
39 15 point 50.6296976 3.0869303
40 15 point 50.6436367 3.0724705
41 15 point 50.6318587 3.0609956
43 15 point 50.6304466 3.0772178
45 15 point 50.6484099 3.0496309
46 15 point 50.6392608 3.053647
47 15 point 50.6373662 3.0710791
48 15 point 50.6407941 3.074638
49 15 point 50.6278077 3.0341772
0 16 point 50.6316357 3.0608677
3 16 point 50.627512 3.0578288
4 16 point 50.6344327 3.0833605
5 16 point 50.6318471 3.0281033
7 16 point 50.6201357 3.0818191
8 16 point 50.6445022 3.0666009
10 16 point 50.6330881 3.0595019
13 16 point 50.6202499 3.0821211
14 16 point 50.6262325 3.040288
16 16 point 50.6457893 3.0622606
17 16 point 50.6436514 3.0337291
18 16 point 50.639521 3.0372934
19 16 point 50.635786 3.0810008
21 16 point 50.6414332 3.056992
22 16 point 50.6375044 3.0517433
23 16 point 50.6166278 3.0631956
24 16 point 50.6330713 3.0649751
29 16 point 50.6216439 3.0442079
30 16 point 50.6317049 3.0667717
31 16 point 50.6188861 3.0369812
32 16 point 50.6315417 3.0812113
33 16 point 50.6367928 3.0357326
34 16 point 50.6497994 3.0459487
35 16 point 50.6447749 3.0828352
36 16 point 50.6233262 3.0302561
38 16 point 50.6178322 3.0817397
39 16 point 50.6305145 3.0868305
40 16 point 50.6436411 3.0726088
41 16 point 50.6316357 3.0608677
43 16 point 50.6300771 3.0773877
45 16 point 50.6483706 3.0497286
46 16 point 50.639042 3.0534945
47 16 point 50.6375212 3.0714351
48 16 point 50.6395826 3.0757688
49 16 point 50.6278699 3.0335689
0 17 point 50.6315985 3.0608463
3 17 point 50.6260306 3.058912
4 17 point 50.6344789 3.0830936
5 17 point 50.6311508 3.028853
7 17 point 50.6199529 3.08171
8 17 point 50.644829 3.0659505
10 17 point 50.6324556 3.060586
13 17 point 50.6203347 3.0822923
14 17 point 50.6262099 3.0403161
16 17 point 50.6457869 3.0622414
17 17 point 50.6436572 3.0337876
18 17 point 50.6396005 3.0371527
19 17 point 50.6357517 3.081289
21 17 point 50.6412918 3.0570947
22 17 point 50.6374028 3.0516286
23 17 point 50.6165615 3.0639415
24 17 point 50.6330102 3.0648312
29 17 point 50.6218448 3.0440662
30 17 point 50.6316708 3.0666001
31 17 point 50.6188018 3.0376244
32 17 point 50.6315681 3.0812042
33 17 point 50.6367224 3.0357585
34 17 point 50.6496517 3.0458554
35 17 point 50.6437688 3.0832368
36 17 point 50.6237671 3.0312932
38 17 point 50.6180927 3.0819304
39 17 point 50.6305386 3.0868276
40 17 point 50.6436163 3.0727676
41 17 point 50.6315985 3.0608463
43 17 point 50.6300391 3.0772402
45 17 point 50.648314 3.0498279
46 17 point 50.6386123 3.0530291
47 17 point 50.6392683 3.0763627
48 17 point 50.6395821 3.0755997
49 17 point 50.6276775 3.0335181
0 18 point 50.6312418 3.060646
3 18 point 50.6252323 3.0593426
4 18 point 50.6344767 3.0828757
5 18 point 50.6311012 3.0289048
7 18 point 50.6196594 3.0817161
8 18 point 50.6449709 3.0661215
10 18 point 50.6323396 3.0608305
13 18 point 50.6204427 3.0827673
14 18 point 50.6262518 3.0403634
16 18 point 50.6457161 3.0622662
17 18 point 50.6436407 3.0338367
18 18 point 50.6396841 3.0370811
19 18 point 50.635732 3.0815315
21 18 point 50.6414445 3.0576095
22 18 point 50.6373365 3.0515754
23 18 point 50.6164025 3.0655424
24 18 point 50.6326612 3.0639444
29 18 point 50.6221488 3.0451048
30 18 point 50.6316627 3.0664824
31 18 point 50.6187134 3.0387933
32 18 point 50.631691 3.0811061
33 18 point 50.6366693 3.0357591
34 18 point 50.6494907 3.0457961
35 18 point 50.6427593 3.0836335
36 18 point 50.6237771 3.0313168
38 18 point 50.6183013 3.0819522
39 18 point 50.6305405 3.0860155
40 18 point 50.6435301 3.0729558
41 18 point 50.6312418 3.060646
43 18 point 50.6299742 3.0770469
45 18 point 50.6482518 3.0499071
46 18 point 50.6386443 3.0531843
47 18 point 50.6395005 3.0772967
48 18 point 50.6393994 3.0750951
49 18 point 50.6271906 3.0330115
0 19 point 50.6311513 3.0605841
3 19 point 50.6250915 3.0594146
4 19 point 50.6343791 3.0826587
5 19 point 50.6313589 3.0295245
7 19 point 50.6191106 3.0817148
8 19 point 50.6452695 3.0655036
10 19 point 50.6323937 3.0608902
13 19 point 50.62041 3.082385
14 19 point 50.626269 3.0403828
16 19 point 50.645692 3.0620961
17 19 point 50.6434071 3.0342643
18 19 point 50.6398034 3.0370743
19 19 point 50.6357114 3.0817368
21 19 point 50.6417351 3.057399
22 19 point 50.6372556 3.0514927
23 19 point 50.6163454 3.0661998
24 19 point 50.6325916 3.0637753
29 19 point 50.622191 3.0452524
30 19 point 50.6316618 3.0663455
31 19 point 50.6186998 3.0389736
32 19 point 50.631745 3.0810489
33 19 point 50.6366017 3.0357451
34 19 point 50.6491686 3.0457226
35 19 point 50.6416139 3.0840836
36 19 point 50.6241036 3.0309567
38 19 point 50.6185681 3.0819468
39 19 point 50.6304927 3.0860212
40 19 point 50.6434463 3.0730401
41 19 point 50.6311513 3.0605841
43 19 point 50.6296643 3.0768988
45 19 point 50.6481656 3.0499779
46 19 point 50.6390131 3.0535738
47 19 point 50.6396648 3.0781304
48 19 point 50.6393476 3.074952
49 19 point 50.6270584 3.0328828
0 20 point 50.6310689 3.0605328
3 20 point 50.6250179 3.0594522
4 20 point 50.6341974 3.0821745
5 20 point 50.6313832 3.0295304
7 20 point 50.6188506 3.0817246
8 20 point 50.6453343 3.0653959
10 20 point 50.63272 3.0613218
13 20 point 50.6203402 3.0821302
14 20 point 50.6264385 3.0405504
16 20 point 50.6457982 3.0620589
17 20 point 50.6432518 3.0345914
18 20 point 50.6398785 3.0371226
19 20 point 50.6365642 3.08217
21 20 point 50.6418096 3.0576542
22 20 point 50.63645 3.0506751
23 20 point 50.6163015 3.0678379
24 20 point 50.6323937 3.0639194
29 20 point 50.6225544 3.0447879
30 20 point 50.6316688 3.0661502
31 20 point 50.618651 3.0393162
32 20 point 50.6317926 3.0809851
33 20 point 50.6364834 3.0356628
34 20 point 50.6489716 3.0456442
35 20 point 50.6415479 3.0838714
36 20 point 50.6243201 3.030912
38 20 point 50.6188664 3.0819384
39 20 point 50.6296373 3.0861239
40 20 point 50.6433589 3.0730795
41 20 point 50.6310689 3.0605328
43 20 point 50.6294856 3.0768525
45 20 point 50.6480201 3.0500194
46 20 point 50.6391523 3.0537025
47 20 point 50.6398028 3.0788794
48 20 point 50.6391919 3.0745739
49 20 point 50.6268466 3.0323697
0 21 point 50.6310032 3.0604666
3 21 point 50.6250172 3.0595705
4 21 point 50.6341898 3.0815748
5 21 point 50.6321209 3.0287875
7 21 point 50.6186607 3.0817523
8 21 point 50.6451702 3.065027
10 21 point 50.6328014 3.0613645
13 21 point 50.620263 3.0819719
14 21 point 50.6263382 3.0405397
16 21 point 50.6458003 3.0620738
17 21 point 50.6432137 3.0347678
18 21 point 50.6399506 3.037216
19 21 point 50.6367654 3.0822905
21 21 point 50.6418851 3.0575975
22 21 point 50.6362831 3.0505072
23 21 point 50.6162729 3.065989
24 21 point 50.632382 3.0638805
29 21 point 50.6226237 3.0447054
30 21 point 50.6317241 3.0650214
31 21 point 50.6184824 3.0399593
32 21 point 50.6318267 3.0808993
33 21 point 50.6365677 3.0356129
34 21 point 50.6488425 3.0455599
35 21 point 50.64137 3.0833256
36 21 point 50.6243678 3.0309019
38 21 point 50.6196287 3.0818748
39 21 point 50.6296976 3.0869303
40 21 point 50.64346 3.0732306
41 21 point 50.6310032 3.0604666
